year,start_of_year_date,end_of_year_date,Facility_Name,animal_category,animal_type,start_of_year_in_shelter_count,start_of_year_in_foster_care_count,intake_stray,intake_relinquished,intake_in_state_transfer,intake_out_of_state_transfer,intake_other,outcome_adoption,outcome_return_to_owner,outcome_in_state_transfer,outcome_out_of_state_transfer,outcome_other,outcome_deaths,outcome_euthanasia,outcome_missing_or_stolen,end_of_year_in_shelter_count,end_of_year_in_foster_care_count
2016,2016-01-01,2016-12-31,Garfield County Animal Welfare Foundation inc dba Rifle Animal Shelter,cat,juvenile,45,0,105,190,90,26,4,390,2,0,0,1,29,11,0,17,0
2016,2016-01-01,2016-12-31,Doggy Dog World Rescue,dog,adult,25,25,0,7,33,177,2,196,0,2,2,0,4,0,0,15,15
2016,2016-01-01,2016-12-31,Harley's Hope Foundation,dog,adult,1,1,0,8,0,0,0,0,8,1,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Logan County Humane Society,dog,juvenile,0,0,31,16,0,0,2,5,26,13,0,0,2,0,0,0,3
2016,2016-01-01,2016-12-31,Katmandu Paonia,cat,juvenile,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Denver Animal Protection,cat,juvenile,1,1,455,27,80,0,9,343,3,124,0,13,9,50,0,5,12
2016,2016-01-01,2016-12-31,Safe Harbor Lab Rescue,dog,adult,0,17,0,55,54,151,0,235,6,10,0,0,0,11,0,0,15
2016,2016-01-01,2016-12-31,Town of Akron,cat,adult,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Paws and People,cat,juvenile,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0
2016,2016-01-01,2016-12-31,Colorado Pug Rescue,dog,juvenile,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,"Hoof and Paw, Inc.",cat,juvenile,0,0,15,1,0,0,0,6,0,5,0,0,0,0,0,0,4
2016,2016-01-01,2016-12-31,Mesa County Animal Services,other,other,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Colorado Animal Welfare League,dog,adult,0,2,2,33,0,7,0,16,0,26,0,0,0,0,0,0,2
2016,2016-01-01,2016-12-31,National Mill Dog Rescue,dog,juvenile,0,1,1,0,11,90,0,62,0,20,7,0,0,0,0,1,8
2016,2016-01-01,2016-12-31,Aspen/Pitkin County Animal Shelter,cat,juvenile,0,0,6,10,10,9,0,31,0,0,0,0,1,0,0,0,0
2016,2016-01-01,2016-12-31,Routt County Humane Society,dog,adult,3,3,225,56,5,30,12,110,211,5,0,2,0,2,0,4,3
2016,2016-01-01,2016-12-31,"Vintage Dog Rescue, Inc.",dog,adult,20,12,0,49,24,69,0,121,0,0,0,0,6,5,0,30,22
2016,2016-01-01,2016-12-31,Fort Lupton Veterinary Hospital,dog,adult,0,0,98,0,0,0,0,28,69,0,0,0,1,4,0,0,0
2016,2016-01-01,2016-12-31,Rocky Mountain Collie and Sheltie Rescue Inc.,dog,adult,14,14,0,40,19,12,14,59,0,0,0,22,4,0,0,22,22
2016,2016-01-01,2016-12-31,Teller County Regional Animal Shelter,cat,juvenile,0,0,12,92,15,9,4,123,1,0,0,0,6,7,0,1,0
2016,2016-01-01,2016-12-31,Cripple Creek Animal Shelter,dog,adult,2,0,46,1,0,0,7,5,49,1,0,0,0,1,0,0,0
2016,2016-01-01,2016-12-31,Rottie Aid,dog,adult,0,0,1,12,35,21,0,53,0,0,0,11,0,2,0,11,11
2016,2016-01-01,2016-12-31,Colorado Animal Rescue,dog,juvenile,1,0,10,9,29,0,0,42,3,0,0,0,0,0,0,4,0
2016,2016-01-01,2016-12-31,Longmont Friends of Feral & Abandoned Cats,cat,adult,0,9,2,0,9,0,201,23,0,4,0,186,0,2,0,215,8
2016,2016-01-01,2016-12-31,County of Park Animal Shelter,cat,adult,5,0,5,0,0,0,0,0,0,5,0,0,0,1,0,5,0
2016,2016-01-01,2016-12-31,Paws on the Ground Colorado,cat,juvenile,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Rescuing Unwanted Furry Friends Sanctuary,dog,juvenile,12,12,0,4,0,4,0,19,0,0,0,0,0,1,0,0,0
2016,2016-01-01,2016-12-31,4 Paws 4 Life Rescue,dog,juvenile,0,15,0,5,0,1125,0,1081,0,0,0,0,38,0,0,26,0
2016,2016-01-01,2016-12-31,L.O.L.A.'S Rescue,cat,adult,3,3,0,0,5,42,0,49,0,0,0,0,0,0,0,1,1
2016,2016-01-01,2016-12-31,City of Brush Animal Shelter,cat,juvenile,0,0,49,0,0,0,0,0,0,49,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,County of Park Animal Shelter,other,other,21,0,10,0,0,0,0,0,0,21,0,0,0,1,0,21,0
2017,2017-01-01,2017-12-31,Valley Humane League,dog,juvenile,0,0,178,149,0,0,0,161,3,148,0,0,12,0,0,3,0
2017,2017-01-01,2017-12-31,Colorado Beagle Rescue,dog,adult,0,2,0,15,5,74,1,90,0,1,0,0,2,0,0,0,4
2017,2017-01-01,2017-12-31,All Paws Matter,dog,adult,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Pueblo Animal Services,cat,adult,22,0,750,426,6,0,854,334,60,262,4,971,27,270,0,43,0
2017,2017-01-01,2017-12-31,Ark-Valley Humane Society,cat,juvenile,2,0,35,72,39,0,0,148,2,0,0,0,5,0,0,0,0
2017,2017-01-01,2017-12-31,2 Blondes All Breed Rescue,dog,adult,18,0,0,12,4,215,0,326,0,16,2,0,4,0,1,59,32
2017,2017-01-01,2017-12-31,Colorado Japanese Chin Rescue,dog,adult,0,11,0,6,2,0,0,12,0,0,0,0,1,1,0,0,5
2017,2017-01-01,2017-12-31,Ark-Valley Humane Society,other,birds,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Logan County Humane Society,other,birds,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,iResQ RR,dog,adult,0,4,0,0,2,86,2,74,0,9,5,0,1,0,2,0,3
2017,2017-01-01,2017-12-31,Animal Rescue of the Rockies Cat Casita,cat,juvenile,0,0,9,0,2,0,0,11,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Happy Haven Farm & Sanctuary,cat,juvenile,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,4,0
2017,2017-01-01,2017-12-31,Echo Acres,dog,adult,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54,0
2017,2017-01-01,2017-12-31,"Retriever Rescue of Colorado, Inc.",dog,adult,0,55,0,14,1,133,9,158,0,0,0,0,6,0,0,0,48
2017,2017-01-01,2017-12-31,cats alive,cat,juvenile,0,3,34,10,6,0,3,11,0,38,0,3,4,0,0,0,0
2017,2017-01-01,2017-12-31,Longmont Humane Society,other,small mammals,0,0,33,48,0,0,2,51,1,14,0,0,2,9,0,3,3
2017,2017-01-01,2017-12-31,Pearl's Sunrize Sanctuary,other,small mammals,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2017,2017-01-01,2017-12-31,Mother Gaia Animal Rescue,dog,juvenile,0,0,0,1,0,26,0,21,0,0,0,0,0,0,0,0,6
2017,2017-01-01,2017-12-31,The Animal Debt Project,dog,adult,7,0,3,13,0,126,0,65,0,0,47,0,2,2,1,32,0
2017,2017-01-01,2017-12-31,Rocky Mountain Lab Rescue,dog,adult,0,14,0,0,3,87,10,105,0,0,1,0,2,0,0,0,6
2017,2017-01-01,2017-12-31,Moms and Mutts Colorado Rescue for Pregnant and Nursing Dogs,dog,adult,0,0,0,2,35,100,0,81,0,1,0,0,2,5,0,0,48
2017,2017-01-01,2017-12-31,Evergreen Animal Protective League,cat,adult,0,12,18,1,0,4,0,21,0,0,0,0,0,1,0,0,13
2017,2017-01-01,2017-12-31,Gritty Pittie Rescue,dog,juvenile,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,"Southern Mutts Rescue, Inc.",dog,juvenile,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Larimer Humane Society,cat,juvenile,1,5,258,103,7,4,17,301,5,26,0,0,11,45,0,3,4
2017,2017-01-01,2017-12-31,City of Burlington Animal Shelter,cat,adult,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,iResQ RR,cat,juvenile,0,2,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Mile High Labrador Retriever Mission,dog,juvenile,0,0,0,0,0,128,0,128,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,San Luis Valley Animal Welfare Society,dog,adult,30,0,35,67,55,0,0,127,10,4,0,0,2,2,0,32,0
2017,2017-01-01,2017-12-31,Small Paws Retirement Village,cat,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,2017-01-01,2017-12-31,MaxFund Animal adoption Center,dog,juvenile,4,5,14,21,28,30,0,47,7,0,0,0,7,0,0,8,2
2017,2017-01-01,2017-12-31,Denver Animal Shelter,other,other,0,0,119,22,0,0,109,14,16,126,0,7,9,69,1,7,0
2017,2017-01-01,2017-12-31,Pueblo Animal Services,other,reptiles and amphibians,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,"Humane Society of Fremont County,Inc.",other,birds,0,0,3,0,0,0,5,5,3,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Lucky Day Animal Rescue of Colorado,cat,adult,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,"Denver Samoyed Association, Inc.",dog,adult,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,PET ASSOCIATION OF ESTES PARK INC,dog,juvenile,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,FOUND NATION ANIMAL RESCUE,dog,adult,0,20,0,7,5,190,0,199,0,1,0,0,1,0,3,0,18
2017,2017-01-01,2017-12-31,"Dancing Dog Rescue and Recovery Ranch, Inc.",dog,adult,16,15,0,0,13,64,0,73,0,0,0,0,0,0,0,24,7
2017,2017-01-01,2017-12-31,"Humane Society of Fremont County,Inc.",other,other,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,Garfield County Animal Welfare FOundation INc,cat,adult,10,5,75,134,30,59,0,234,16,7,0,7,2,9,0,10,1
2017,2017-01-01,2017-12-31,Humane Society of Boulder Valley,cat,juvenile,2,7,199,166,291,94,31,657,13,5,0,0,23,31,1,3,0
2017,2017-01-01,2017-12-31,Delta County Humane Society,dog,juvenile,0,0,2,34,22,0,0,54,0,0,0,0,2,0,0,0,2
2017,2017-01-01,2017-12-31,Divide Creek Animal Hospital,cat,adult,0,0,24,0,0,0,0,0,1,23,0,0,0,0,0,0,0
2017,2017-01-01,2017-12-31,City of Aurora Animal Shelter PetSmart,cat,juvenile,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Golden Retriever Freedom Rescue,dog,adult,0,14,0,23,3,98,0,130,0,0,0,0,0,2,0,0,6
2018,2018-01-01,2018-12-31,Pueblo Animal Services,dog,juvenile,13,10,110,78,39,35,32,191,42,70,0,0,7,4,0,0,0
2018,2018-01-01,2018-12-31,Pawsecond chance rescue and thrift,dog,adult,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,1
2018,2018-01-01,2018-12-31,City of Leadville/lake County,other,rabbits,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Upper Rio Grande Animal Society,dog,juvenile,9,0,34,48,0,0,0,55,12,24,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Animal Welfare & Protection Society,cat,juvenile,5,0,22,44,3,0,3,68,0,0,0,0,2,0,1,6,0
2018,2018-01-01,2018-12-31,Foothills Animal Shelter,other,other,0,1,123,38,0,0,3,109,5,31,0,0,6,5,1,7,0
2018,2018-01-01,2018-12-31,Mother Gaia Animal Rescue,cat,juvenile,0,2,27,28,0,50,0,99,0,0,0,0,2,1,0,0,5
2018,2018-01-01,2018-12-31,Aurora Animal Shelter,other,other,0,0,6,2,0,0,66,13,5,0,0,0,12,0,0,44,0
2018,2018-01-01,2018-12-31,Retriever Rescue of Colorado,dog,juvenile,0,34,0,0,0,38,25,41,0,0,0,34,6,0,0,0,16
2018,2018-01-01,2018-12-31,Safe Harbor Lab Rescue,dog,juvenile,0,0,0,1,2,5,8,8,0,0,0,0,0,0,0,0,8
2018,2018-01-01,2018-12-31,Barnwater Cats Rescue Organization,cat,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,2018-01-01,2018-12-31,Noah's Ark Animal Welfare Association,cat,adult,0,0,135,108,1,18,14,167,18,53,0,16,0,4,0,15,0
2018,2018-01-01,2018-12-31,La Plata County Humane Society,dog,adult,39,2,616,352,107,66,92,619,460,37,18,26,4,30,0,37,3
2018,2018-01-01,2018-12-31,Black Forest Animal Sanctuary DBA:Paws N Hooves DBA:Southern CO Animal Rescue,other,other,0,44,0,17,0,0,0,8,0,0,0,0,7,0,0,0,45
2018,2018-01-01,2018-12-31,Ferret Dreams Rescue & Adoption,other,small mammals,31,13,7,133,10,0,1,116,6,0,0,0,1,15,0,37,20
2018,2018-01-01,2018-12-31,Australian Shepherds Furever,dog,adult,0,3,0,4,1,6,0,10,1,0,0,0,0,0,0,0,3
2018,2018-01-01,2018-12-31,Colorado Bullies & More,dog,juvenile,0,0,0,9,0,0,0,5,0,4,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Town of Akron,cat,adult,0,0,8,0,0,0,0,2,3,3,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Friends of Cedaredge Animal Control,dog,adult,2,1,101,37,4,0,0,67,75,0,0,0,0,1,0,5,0
2018,2018-01-01,2018-12-31,MidAmerica Boston Terrier Rescue,dog,adult,0,0,1,18,1,4,0,24,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Safe Harbor Lab Rescue,dog,adult,0,10,0,63,35,157,0,227,5,5,0,0,0,8,0,0,20
2018,2018-01-01,2018-12-31,Hoof and Paw,cat,juvenile,0,1,6,0,0,0,0,4,0,0,0,0,1,0,0,0,2
2018,2018-01-01,2018-12-31,Aurora Animal Shelter,other,reptiles and amphibians,0,0,6,0,0,0,6,2,3,5,0,0,0,0,0,2,0
2018,2018-01-01,2018-12-31,Gritty Pittie Rescue,dog,adult,0,10,0,0,15,0,0,11,0,10,0,0,0,0,0,0,4
2018,2018-01-01,2018-12-31,Pet Association of Estes Park,cat,adult,0,0,9,10,7,17,0,36,1,1,0,0,0,2,0,2,1
2018,2018-01-01,2018-12-31,Longmont Friends of Feral & Abandoned Cats,cat,juvenile,0,1,1,6,0,0,126,4,11,30,0,42,1,0,0,0,2
2018,2018-01-01,2018-12-31,City of Burlington Animal Shelter,dog,adult,3,0,79,0,0,0,1,0,64,18,0,0,0,0,0,1,0
2018,2018-01-01,2018-12-31,L.O.L.A.'S Rescue,cat,adult,0,6,0,4,55,61,0,113,0,7,0,0,0,2,0,0,4
2018,2018-01-01,2018-12-31,The Tullios,other,birds,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2018,2018-01-01,2018-12-31,"HearthFire Enterprises, Inc dba Happy Haven Farm & Sanctuary",dog,juvenile,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018,2018-01-01,2018-12-31,La Plata County Humane Society,dog,juvenile,3,6,79,89,0,95,6,210,6,9,0,2,3,0,0,4,7
2018,2018-01-01,2018-12-31,"Paws N Hooves, DBA Black Forest Animal Sanctuary,",dog,juvenile,0,0,0,0,0,38,6,30,0,0,0,6,2,0,0,0,6
2018,2018-01-01,2018-12-31,Intermountain Humane Society,cat,juvenile,2,0,21,4,101,42,0,145,2,0,0,0,7,1,0,15,0
2018,2018-01-01,2018-12-31,"Buck'n-R-Ranch Animal Rescue, Inc",other,other,31,0,2,28,0,0,0,16,0,0,0,0,3,1,0,41,0
2018,2018-01-01,2018-12-31,Life is Better Rescue,other,reptiles and amphibians,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Humane Society of the Pikes Peak Region,other,small mammals,16,0,79,533,2,0,13,514,10,0,0,0,15,33,2,15,7
2018,2018-01-01,2018-12-31,Cayleb's Kindred Senior Dog Rescue,dog,adult,0,8,1,0,3,0,0,0,0,0,0,0,0,5,0,0,7
2018,2018-01-01,2018-12-31,Longmont Humane Society,dog,adult,72,6,906,292,135,446,243,1195,650,35,7,45,6,56,1,97,8
2018,2018-01-01,2018-12-31,Feline rescue Network /dba Lookwhatthecatbroughtin,cat,adult,81,0,4,59,71,35,0,149,7,1,1,0,2,2,0,72,1
2018,2018-01-01,2018-12-31,Oh Be Dogful Pet Ranch,cat,adult,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,"Buck'n-R-Ranch Animal Rescue, Inc",dog,juvenile,0,0,0,0,0,49,0,32,0,0,0,0,0,0,0,17,0
2018,2018-01-01,2018-12-31,iResQ RR,dog,juvenile,0,9,0,0,192,176,0,339,0,15,0,0,12,2,4,0,5
2018,2018-01-01,2018-12-31,Miami Animal Alliance Inc,dog,juvenile,0,0,32,87,0,0,0,119,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Town of Rangely,cat,adult,0,0,16,0,0,0,17,12,0,4,0,3,0,1,0,17,0
2018,2018-01-01,2018-12-31,BEAR CREEK ANIMAL HOSPITAL,other,rabbits,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Adams County Animal Shelter & Adoption Center,other,birds,0,0,54,25,4,0,6,73,2,6,0,0,3,5,0,0,0
2018,2018-01-01,2018-12-31,"Indigo Mountain Nature Center, Inc.",other,small mammals,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2018,2018-01-01,2018-12-31,Fort morgan Humane Society,dog,juvenile,3,0,55,0,0,0,0,41,7,6,0,0,0,1,0,3,0
2018,2018-01-01,2018-12-31,"Gunnison Underdog Rescue, Inc.",cat,adult,0,3,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,"ASPEN/ PITKIN COUNTY ANIMAL SHELTER *, SACHSON, INC *",other,birds,0,0,4,6,0,0,0,9,1,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,All Breed Rescue & Training,dog,adult,0,25,0,20,26,2,9,49,7,1,0,0,0,2,0,0,23
2019,2019-01-01,2019-12-31,"Rocky Mountain Cocker Rescue, Inc.  (RMCR)",dog,adult,0,39,0,52,22,35,4,90,2,0,1,0,1,11,0,0,47
2019,2019-01-01,2019-12-31,Mountain Pet Rescue,dog,adult,0,20,0,10,5,102,6,131,0,1,0,0,0,2,0,0,9
2019,2019-01-01,2019-12-31,Southern Colorado Spay-Neuter Association,cat,adult,83,0,19,30,28,0,4,77,0,0,0,0,9,4,0,74,0
2019,2019-01-01,2019-12-31,Foothills Animal Shelter,other,other,7,0,126,28,0,0,25,140,13,8,0,0,8,16,0,1,0
2019,2019-01-01,2019-12-31,Rottie Aid,dog,adult,0,11,0,3,6,1,0,8,0,0,0,0,1,4,0,0,2
2019,2019-01-01,2019-12-31,Larimer Humane Society,cat,adult,98,7,959,653,14,103,108,1161,239,118,0,52,5,270,0,91,6
2019,2019-01-01,2019-12-31,Willow Run Feed and Supply,cat,adult,0,0,20,0,0,0,0,0,8,12,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Pets First Animal Hospital,cat,juvenile,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Logan County Humane Society,other,birds,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Colorado Animal Rescue,other,birds,0,0,3,3,0,0,1,0,1,5,0,0,0,1,0,0,0
2019,2019-01-01,2019-12-31,Animal Rescue of the Rockies,dog,adult,0,17,0,5,19,101,35,158,0,0,2,0,1,1,0,0,15
2019,2019-01-01,2019-12-31,Colorado Reptile Humane Society,other,reptiles and amphibians,180,9,29,79,12,0,0,80,2,0,0,0,31,7,0,180,0
2019,2019-01-01,2019-12-31,Loma Cat House,dog,adult,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2019,2019-01-01,2019-12-31,Paws N Hooves & Black Forest Animal Sanctuary BFAS,dog,juvenile,0,6,0,5,0,160,0,84,0,0,0,0,7,0,0,0,7
2019,2019-01-01,2019-12-31,"X And B Pets, Inc. dba Perfect Pets",other,rabbits,0,0,0,43,0,0,0,43,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,"Ark-Valley Humane Society, Inc.",other,small mammals,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Adoptable Animal Rescue Force,dog,adult,8,0,2,14,28,35,0,74,0,3,0,0,1,0,1,7,1
2019,2019-01-01,2019-12-31,Colorado Pug Rescue,dog,adult,0,28,1,45,7,15,3,72,0,0,0,0,0,7,0,0,22
2019,2019-01-01,2019-12-31,Red Hill Animal Health Center,dog,juvenile,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Southern Colorado Spay-Neuter Association,dog,juvenile,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,4,0
2019,2019-01-01,2019-12-31,Longmont Humane Society,cat,adult,42,16,431,286,128,95,21,783,86,10,0,21,7,43,1,63,5
2019,2019-01-01,2019-12-31,Adoptable Animal Rescue Force,dog,juvenile,2,0,0,1,23,24,0,50,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,City of Montrose Animal Services,cat,adult,12,0,155,38,10,0,1,97,18,39,0,0,1,51,0,10,0
2019,2019-01-01,2019-12-31,Teller County Regional Animal Shelter,cat,adult,15,1,22,44,47,29,0,132,8,1,0,0,0,1,0,15,1
2019,2019-01-01,2019-12-31,Underdogs,dog,adult,0,16,1,0,26,7,0,42,0,0,0,0,1,0,0,0,10
2019,2019-01-01,2019-12-31,Humane Society of the Pikes Peak Region,cat,juvenile,5,24,1064,770,327,0,132,1613,19,291,0,78,63,205,1,10,42
2019,2019-01-01,2019-12-31,Colorado House Rabbit Society,other,rabbits,164,0,35,59,34,10,0,156,0,0,0,0,7,0,0,139,0
2019,2019-01-01,2019-12-31,Surface Creek Animal Shelter,cat,adult,5,0,50,35,0,0,0,72,3,11,0,0,0,4,0,10,0
2019,2019-01-01,2019-12-31,Grey Ghost Weimaraner Rescue,dog,adult,0,6,0,15,2,4,0,21,0,1,0,0,0,1,0,0,4
2019,2019-01-01,2019-12-31,Demi's Animal Rescue,cat,juvenile,0,8,60,17,9,64,0,120,0,0,0,0,0,0,0,0,33
2019,2019-01-01,2019-12-31,"Duncan's Place, A Cat Sanctuary",dog,adult,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,City of Montrose Animal Services,dog,juvenile,2,0,38,4,29,0,1,49,18,0,0,0,0,1,0,6,0
2019,2019-01-01,2019-12-31,Second Chance Animal Rescue Foundation,dog,juvenile,0,5,0,27,13,5,0,41,0,3,0,0,0,0,0,0,6
2019,2019-01-01,2019-12-31,Denkai Animal Sanctuary,cat,adult,0,5,4,12,0,0,0,9,0,1,0,0,0,0,0,0,11
2019,2019-01-01,2019-12-31,Animal Kingdom,other,reptiles and amphibians,0,0,0,41,0,0,0,27,0,0,0,14,0,0,0,27,0
2019,2019-01-01,2019-12-31,Mile High Dachshunds Rescue,dog,adult,0,1,0,21,6,0,0,27,0,0,0,0,0,0,0,0,1
2019,2019-01-01,2019-12-31,Bark It,dog,juvenile,0,0,0,9,0,2,0,2,0,0,0,0,0,0,0,0,9
2019,2019-01-01,2019-12-31,"Ark-Valley Humane Society, Inc.",cat,adult,3,0,63,48,21,0,25,116,15,0,0,18,1,3,0,8,0
2019,2019-01-01,2019-12-31,MaxFund Inc Cat Shelter,cat,adult,185,12,120,266,23,5,51,441,17,0,0,0,54,0,0,170,32
2019,2019-01-01,2019-12-31,Lamar Animal Shelter,dog,adult,10,0,291,65,8,0,12,89,226,54,0,0,2,5,0,10,0
2019,2019-01-01,2019-12-31,Once Upon A Dog,dog,adult,0,0,0,1,1,21,0,23,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Longmont Friends of Feral & Abandoned Cats,cat,adult,0,21,0,2,3,0,177,9,5,7,0,163,1,5,0,0,21
2019,2019-01-01,2019-12-31,Blackhat humane Society,cat,adult,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,City of Burlington Animal Shelter,dog,adult,0,0,60,0,0,0,0,0,52,8,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Colorado Animal Welfare League,dog,adult,1,0,1,0,2,1,0,5,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Humane Society of Weld County,dog,adult,69,2,421,192,3,75,1292,982,969,44,0,0,4,181,0,32,0
2019,2019-01-01,2019-12-31,For Pets' Sake Inc.,dog,juvenile,0,0,0,30,0,0,0,2,0,14,13,0,1,0,0,0,0
2019,2019-01-01,2019-12-31,Freedom Service Dogs,dog,juvenile,3,0,0,1,23,37,0,0,0,0,0,0,4,0,0,0,0
2019,2019-01-01,2019-12-31,Cats League and Assistance of the Western Slope - CLAWS Adoption,cat,juvenile,0,0,0,0,34,0,0,9,0,0,0,0,0,0,0,25,0
2019,2019-01-01,2019-12-31,Dakota Ranch Dog Rescue,dog,adult,43,0,0,2,2,0,0,11,0,0,0,0,8,0,0,35,0
2019,2019-01-01,2019-12-31,Larimer Humane Society,dog,adult,27,6,1287,735,73,121,302,712,1064,71,3,216,6,442,0,34,3
2019,2019-01-01,2019-12-31,Katmandu Paonia,cat,adult,11,0,9,5,0,0,0,16,0,0,0,0,1,0,0,8,0
2020,2020-01-01,2020-12-31,David Jackson,dog,adult,28,0,0,6,0,0,0,0,0,0,0,0,2,1,0,31,0
2020,2020-01-01,2020-12-31,Delta County Humane Society,dog,adult,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Mesa County Animal Services,dog,juvenile,14,0,88,30,0,0,0,48,30,40,0,0,1,1,0,12,0
2020,2020-01-01,2020-12-31,Surface Creek Animal Shelter,cat,adult,10,0,57,30,0,0,0,69,7,1,0,0,0,9,0,9,2
2020,2020-01-01,2020-12-31,Summit County Animal Control,other,birds,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Pals Forever Animal Rescue,dog,adult,0,2,0,3,2,0,0,4,0,0,0,0,1,1,0,0,1
2020,2020-01-01,2020-12-31,Humane Society of Weld County,dog,juvenile,0,3,95,24,1,0,1,71,34,10,0,0,3,3,0,3,0
2020,2020-01-01,2020-12-31,New Hope Cattle Dogs Rescue & Rehoming,dog,juvenile,0,20,0,0,23,59,0,89,0,0,0,0,3,0,0,0,10
2020,2020-01-01,2020-12-31,iResQRR,cat,adult,0,1,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Town of Rangely Animal Shelter,cat,adult,3,0,15,24,0,0,1,14,0,26,0,0,0,0,0,3,0
